English,Hebrew
kenneth ,קנתת
kat ,קאט
sensation ,תְחוּשָׁה
ahhh ,אההה
th ,th
increasing ,גָדֵל
fugitive ,נִמלָט
urban ,עִירוֹנִי
visions ,חזיונות
bathing ,רַחְצָה
gregory ,גרגורי
delight ,תַעֲנוּג
iot ,iot
genes ,גנים
boundaries ,גבולות
caution ,זְהִירוּת
ellis ,אליס
strangled ,חָנוּק
thorough ,יְסוֹדִי
ike ,אייק
bites ,עקיצות
nude ,עָרוֹם
tidy ,מסודר
patricia ,פטרישיה
tate ,טוֹרס
obligation ,חוֹבָה
ari ,ארי
clearance ,מִרוָח
reserved ,שמורות
nasa ,"נאס""א"
spock ,ספוק
marion ,מריון
this- ,זֶה-
reflect ,משקף
jammed ,תקוע
sleeve ,שרוול
classy ,קלאסי
fag ,-
angelo ,אנג'לו
bradley ,בראדלי
bananas ,בננות
ex-husband ,אקס-בעל
saints ,קדושים
longest ,הארוך ביותר
confirmation ,אִשׁוּר
mushrooms ,פטריות
cyrus ,סיירוס
toni ,טוני
p. ,עמ '
finals ,מִשְׂחָקֵי הָגְמָר
millionaire ,מִילִיוֹנֵר
adoption ,אימוץ
wired ,wired.
comet ,כוכב שביט
handing ,מְסִירָה
cheerful ,עַלִיז
deb ,דֶב
acceptable ,קָבִיל
realistic ,מְצִיאוּתִי
waits ,מחכה
sufficient ,מַסְפִּיק
cosmic ,קוֹסמִי
nolan ,נולאן
gabe ,גייב
intellectual ,אִינטֶלֶקְטוּאַלִי
we ,אָנוּ
vomit ,לְהַקִיא
warmth ,חוֹם
magnum ,גראדום
associated ,קשור ל
alas ,א alפרס
engineers ,מהנדסים
offend ,לְהַעֲלִיב
overwhelming ,מַכרִיעַ
sherry ,דובדבן
inherited ,ירש
antoine ,אנטואני
whooping ,וואופינג
scars ,צלקות
sheldon ,שלדון
purposes ,מטרות
robbing ,שודד
refrigerator ,מְקָרֵר
instructor ,מַדְרִיך
darrin ,דארין
moms ,אמהות
overtime ,שעות נוספות
percy ,פרסי
laurel ,דַפנָה
females ,נקבות
sacrifices ,קורבנות
representing ,ייצוג
drift ,סְחִיפָה
ruthless ,חֲסַר רַחֲמִים
a ,א
po ,-
arguments ,טיעונים
crappy ,crappy
musicians ,מוזיקאים
sidney ,סידני
depressing ,מְדַכֵּא
lasts ,נמשך
doom ,אֲבַדוֹן
milo ,מילו
cant ,צְבִיעוּת
backpack ,תרמיל
aisle ,מַעֲבָר
insulting ,מַעֲלִיב
edition ,מַהֲדוּרָה
losses ,אֲבֵדוֹת
sh ,ש '
preacher ,מַטִיף
schmidt ,שמידט
swinging ,נִדנוּד
managing ,ניהול
sinking ,שוקע
lacey ,ללי
casting ,יְצִיקָה
trials ,ניסויים
demonstrate ,לְהַפְגִין
diseases ,מחלות
beggar ,קַבְּצָן
amounts ,כמויות
traced ,traced
raven ,עוֹרֵב
activate ,לְהַפְעִיל
slapped ,סטר
heroic ,הֵרוֹאִי
roar ,שְׁאָגָה
queer ,מוזר
uk ,בְּרִיטַנִיָה
matching ,תוֹאֵם
trump ,חֶברְמַן
resignation ,התפטרות
newton ,ניוטון
sincerely ,בכנות
stacy ,סטייסי
saul ,סול
madman ,מְטוּרָף
jenkins ,ג'נקינס
poke ,לִתְקוֹעַ
spicy ,חָרִיף
swap ,לְהַחלִיף
programs ,תוכניות
sheer ,טָהוֹר
spaceship ,ספינת חלל
schultz ,schultz
blink ,לְמַצְמֵץ
steer ,לְהַטוֹת
males ,גלאס
injection ,זריקה
know- ,לָדַעַת-
ant ,נְמָלָה
reform ,רֵפוֹרמָה
mother-in-law ,חותנת
properties ,נכסים
virtually ,כִּמעַט
camps ,מחנות
tapping ,הַקָשָׁה
tequila ,טקילה
inquiry ,חֲקִירָה
fainted ,התעלפו
formation ,היווצרות
shields ,מגנים
escaping ,בריחה
unemployed ,מובטלים
murdering ,רְצִיחָה
interviewed ,ראיינו
striking ,מהמם
vows ,נדרים
donovan ,דונובן
antique ,עָתִיק
il ,איל
sherlock ,sherlock
puke ,לְהַקִיא
hysterical ,הִיסטֵרִי
taller ,גבוהה יותר
employment ,תעסוקה
thats ,זה
agrees ,מסכים
dodge ,להתחמק
unite ,להתאחד
mumbling ,מִלמוּל
rabbits ,ארנבות
repeating ,חוזר
mule ,פֶּרֶד
locals ,מקומיים
v. ,נ '
neighbourhood ,שְׁכוּנָה
hayes ,הייז
bats ,עֵצוֹת
beliefs ,אמונות
spared ,חסיד
vegetable ,ירקות
chffff ,צ'פוף
liv ,ליב
bunker ,בּוּנקֶר
channels ,ערוצים
phenomenon ,תופעה
hips ,מָתנַיִם
grayson ,גרייסון
expelled ,הורחק
camille ,קמיל
languages ,שפות
iv ,IV.
premises ,חֲצֵרִים
pronounce ,לְבַטֵא
ng ,"נ""ג"
bridges ,גשרים
ape ,קוֹף
julius ,יוליוס
bruises ,חסקות
convict ,אָסִיר
prettier ,יפה יותר
elections ,בקירות
th ,th
annoyed ,מְרוּגָז
hometown ,עיר הולדתו
earrings ,עגילים
discreet ,דִיסקרֶטִי
poured ,שפכו
morphine ,מוֹרפִין
henderson ,הנדרסון
jun ,ג 'ון
narrating ,ססכס
rookie ,טִירוֹן
peanuts ,בוטנים
camel ,גָמָל
abe ,abe
chewing ,לְעִיסָה
imagining ,דמיון
runner ,רָץ
hyun ,-
tomatoes ,עגבניות
sponsor ,לָתֵת חָסוּת
fulfilled ,מילא
probe ,בְּדִיקָה
karate ,קָרָטֵה
grease ,גריז
dinosaurs ,דינוזאורים
rebellion ,מֶרֶד
marta ,מרטה
lone ,בּוֹדֵד
nan ,נאן
underestimate ,לְהַמעִיט בְּעֵרכּוֹ
acres ,אקרים
carlton ,קרלטון
hacked ,פריצה
barber ,סַפָּר
mining ,כְּרִיָה
aged ,זָקֵן
designs ,עיצובים
preferred ,מועדף
th ,th
onions ,בצלים
stray ,לִסְטוֹת
void ,בָּטֵל
sixteen ,שש עשרה
slower ,איטי יותר
hannibal ,חניבאל
sabotage ,חַבָּלָה
rabbi ,רַב
concerning ,בִּדְבַר
dixon ,דיקון
holt ,holt
mannix ,מאניקס
noted ,ציינתי
peterson ,פיטרסון
dental ,דנטלי
obama ,אובמה
squirrel ,סנאי
committing ,הַפקָדָה
werewolf ,אָדַם זְאֵב
slipping ,מַחלִיק
mm-mm ,MM-MM.
matthews ,matthews
explosions ,פיצוצים
seo ,סו
russ ,רוס
whitney ,וויטני
ignoring ,התעלמות
infinite ,אֵינְסוֹף
cavalry ,חֵיל הַפָּרָשִׁים
lam ,לְהַרְבִּיץ
suzanne ,סוזאן
bomber ,מַפצִיץ
ruling ,פְּסַק דִין
boiling ,רְתִיחָה
needles ,מחטים
semester ,סֵמֶסטֶר
irrelevant ,רלוונטי
savior ,מוֹשִׁיעַ
veil ,צָעִיף
tramp ,לִנְדוֹד
roberto ,רוברטו
deepest ,הכי מעמיק
perfection ,שְׁלֵמוּת
shutting ,סְגִירָה
iii ,III
tiffany ,טיפאני
mentor ,מורה
branches ,ענפים
enthusiasm ,הִתלַהֲבוּת
arena ,זִירָה
listens ,מקשיבה
hardware ,חוּמרָה
greatly ,מְאוֹד
battalion ,גְדוּד
moustache ,שפם
irresponsible ,לֹא אַחֲרַאִי
audio ,שֶׁמַע
ga ,-
initiative ,יוזמה
sweaty ,מְיוֹזָע
noel ,נואל
requests ,בקשות
distraction ,הַסָחַת הַדַעַת
parrot ,תוּכִּי
steed ,סוּס
entertaining ,מְשַׁעַשֵׁעַ
whipped ,מוּקצָף
proving ,הוכחה
assaulted ,תקפו
piggy ,חֲזִירוֹן
pause ,הַפסָקָה
surviving ,לשרוד
funding ,מימון
dinosaur ,דינוזאור
acquaintance ,הֶכֵּרוּת
bedtime ,זמן השינה
rail ,רכבת
rooster ,תַרְנְגוֹל
cowards ,פחדנים
hastings ,הייסטינגס
container ,מְכוֹלָה
lori ,לורי
secured ,מְאוּבטָח
tossed ,הושלך
stripper ,חַשׂפָנִית
s. ,s.
steele ,סטיל
waving ,לנופף
clamoring ,צֶמֶד
banker ,בַּנקָאִי
bacteria ,בַּקטֶרִיָה
indicates ,מציין
assassination ,רֶצַח
yeah. ,כֵּן.
starring ,בכיכובם
drawings ,ציורים
cupboard ,אָרוֹן
sanctuary ,מִקְלָט
surgical ,כִּירוּרגִי
pairs ,זוגות
purely ,אַך וְרַק
temptation ,פיתוי
elderly ,קשיש
geoffrey ,ג'פרי
vibe ,אווירה
profound ,עָמוֹק
gong ,גוֹנג
transformed ,הפך
crop ,יְבוּל
st ,רחוב
detailed ,מְפוֹרָט
scrap ,לְהַשְׁלִיך
abigail ,abigail
careless ,רשלן
dove ,יוֹנָה
sloppy ,מרושל
atlanta ,אטלנטה
hideous ,מְכוֹעָר
th ,th
lizard ,לְטָאָה
separation ,הַפרָדָה
intern ,מתמחה
tab ,טבלה
psych ,פסיכולוגית
ranks ,דירוגים
parish ,פאריש
booty ,שָׁלָל
peasant ,אִכָּר
squeal ,לְהַלשִׁין
oooh ,אוו
comb ,מַסרֵק
bash ,לַחֲבוֹט
restored ,מְשׁוּחזָר
platoon ,מַחלָקָה
junkie ,נַרקוֹמָן
involves ,כרוך
rupert ,רופרט
norm ,נוֹרמָה
carrier ,מוֹבִיל
fatty ,שמן
difficulties ,קשיים
producers ,המפיקים
superb ,מְצוּיָן
tha ,tha
candidates ,מועמדים
summoned ,זימן
th ,th
refuge ,מקלט
righteous ,צַדִיק
carolina ,קרולינה
onion ,בצל
natasha ,נטשה
pickup ,לאסוף
spells ,הֶכֵּר
wesley ,ווסלי
carrington ,קרינגטון
armies ,צבאות
seasons ,עונות השנה
senor ,סניור
billie ,בילי
specialty ,תחום התמחות
thirst ,צָמָא
select ,בחר
rendezvous ,מִפגָשׁ
smiled ,חייך
colorado ,קולורדו
visa ,וִיזָה
spice ,לְתַבֵּל
caller ,-
foods ,מזונות
rational ,רַצִיוֹנָלִי
scottish ,סקוטי
cunning ,עַרמוּמִי
grunt ,לִנְחוֹר
knot ,קשר
hairs ,שערות
payments ,תשלומים
granddad ,סָבָּא
massacre ,טֶבַח
competitive ,תַחֲרוּתִי
herb ,עֵשֶׂב
mae ,א maלֹהִים
immune ,חֲסִין
grenade ,רֶיָר
regularly ,באופן קבוע
stakes ,ההימור
kilos ,קִילוֹסָה
monks ,נזירים
s ,ס '
gail ,-
guinea ,גינאה
invent ,לִהַמצִיא
nursery ,מִשׁתָלָה
protein ,חֶלְבּוֹן
elbow ,מַרְפֵּק
keller ,קלר
clowns ,ליצנים
thirteen ,שְׁלוֹשׁ עֶשׂרֵה
tattoos ,קעקועים
flown ,הוטל
mustard ,חרדל
th ,th
terrace ,מִרפֶּסֶת
alter ,לשנות
franz ,פרנץ
transportation ,הוֹבָלָה
what- ,מה-
lens ,עֲדָשָׁה
alaska ,אלסקה
ha-ha-ha ,חה-חה
interference ,הַפרָעָה
freakin ,פריקין
wont ,רָגִיל
weep ,לִבכּוֹת
clive ,קלייב
mourning ,אֵבֶל
crooked ,עָקוֹם
trainer ,מְאַמֵן
janitor ,שָׁרָת
gradually ,באופן הדרגתי
immigration ,עלייה
filth ,זוּהֲמָה
momma ,מאומה
father-in-law ,חמות
jackass ,חֲמוֹר
cho ,-
reminder ,תִזכּוֹרֶת
culprit ,עֲבַרְיָן
gabrielle ,גבריאל
innit ,תינוקת
magistrate ,שׁוֹפֵט שָׁלוֹם
jasmine ,יַסמִין
m- ,M-
womb ,רֶחֶם
texting ,טקסינג
injustice ,אי צדק
figuring ,יַחַד
fracture ,שֶׁבֶר
insanity ,אי שפיות
peasants ,איכרים
blossom ,לִפְרוֹחַ
etc ,וכו
agony ,יסורים
sounding ,בְּדִיקַת עוֹמֶק
oz ,עוז
elementary ,יְסוֹדִי
seized ,תפסו
teaches ,מלמד
lovejoy ,Lovejoy.
phillips ,פיליפס
eighteen ,שמונה עשרה
shack ,צְרִיף
teen ,נוער
definite ,מוּגדָר
scrub ,לְשַׁפשֵׁף
ruler ,סרגל
mold ,עובש
contents ,תוכן
bitten ,נָשׁוּך
antidote ,נוגדן
was- ,היה-
saves ,חוסך
bunk ,דַרגָשׁ
thor ,טור
republican ,רֶפּוּבּלִיקָנִי
graveyard ,בֵּית קְבָרוֹת
attempts ,ניסיונות
poirot ,poirot
aspect ,אספקט
relate ,לְסַפֵּר
lemonade ,לימונדה
flour ,קמח
nypd ,nypd
biology ,ביולוגיה
dusty ,מְאוּבָּק
felony ,פֶּשַׁע
jax ,ג 'יקס
fundamental ,בסיסי
jai ,ג 'י
successfully ,בְּהַצלָחָה
potentially ,פוטנציאל
donnie ,דני
strangely ,מוזר
condoms ,קונדומים
quantum ,קוונטום
utter ,מוּחלָט
activated ,מוּפעָל
installed ,מוּתקָן
interrupted ,מוּפרָע
er ,er
discharge ,פְּרִיקָה
devastated ,הרוס
substitute ,תחליף
splash ,סֶנסַצִיָה
julio ,חוליו
exile ,גלות
aspirin ,אַספִּירִין
authentic ,אוֹתֶנְטִי
th ,th
summit ,פִּסגָה
beck ,בק
addiction ,הִתמַכְּרוּת
lent ,מוּשׁאָל
drone ,מטוס זעיר ללא טייס
involving ,מעורבים
boyfriends ,חברים.
tango ,טַנגוֹ
permanently ,לִצְמִיתוּת
province ,מָחוֹז
attempting ,ניסוי
deceived ,מְרוּמֶה
know ,לָדַעַת
triangle ,משולש
skipped ,דילג
strawberry ,תּוּת
mirrors ,מראות
self-defense ,הגנה עצמית
preston ,פרסטון
overwhelmed ,הום ​​המום
swift ,מָהִיר
creeps ,צמרמורת
token ,אֲסִימוֹן
temporarily ,זְמַנִית
poisonous ,רעיל
heidi ,היידי
diagnosis ,אִבחוּן
ninth ,ט
locations ,מיקומים
retrieve ,להחזיר
robbers ,שודדים
conclusions ,מסקנות
joanna ,ג'ואנה
disabled ,נָכֶה
ira ,IRA.
extension ,סיומת
lining ,בִּטנָה
yuri ,יורי
hip-hop ,היפ הופ
freeman ,פרימון
scoop ,סְקוּפּ
merlin ,מרלין
bridget ,בריג'ט
revving ,reving.
transform ,שינוי צורה
shelby ,שלבי
hospitality ,הכנסת אורחים
brooks ,ברוקס
survey ,סֶקֶר
hunted ,ציד
cozy ,נוֹחַ
g. ,ז.
recommendation ,המלצה
providing ,מתן
microphone ,מִיקרוֹפוֹן
skeleton ,שֶׁלֶד
muslims ,מוסלמים
toll ,אַגרָה
reconsider ,לִשְׁקוֹל שׁוּב
creaks ,creaks
extended ,מורחב
spear ,חנית
overboard ,הַחוּצָה
ai ,א a
clinton ,קלינטון
petition ,לַעֲתוֹר
baggage ,כבודה
scumbag ,scumbag
tribute ,הוֹקָרָה
weddings ,חתונות
facilities ,מתקנים
bangs ,פּוֹנִי
claw ,טוֹפֶר
donation ,תרומה
isabelle ,איזבל
traitors ,בוגדים
mei ,מאי
jasper ,יָשׁפֵה
borders ,גבולות
australian ,אוסטרלי
colby ,colby
boxer ,מִתאַגרֵף
whilst ,תוך
misfortune ,צָרָה
elaborate ,לְפַרֵט
sights ,מראות
maestro ,מָאֵסטרוֹ
mysteries ,תעלומות
loosen ,לְשַׁחְרֵר
gifted ,מוּכשָׁר
i--i ,אני - I.
involvement ,מְעוֹרָבוּת
affects ,משפיע על
summon ,לְזַמֵן
sherman ,שרמן
churchill ,chintill
theresa ,יש
solitary ,בּוֹדֵד
wilderness ,מִדבָּר
baltimore ,בולטימור
olympic ,אוֹלִימְפִּי
undo ,לבטל
mechanism ,מַנגָנוֹן
vietnamese ,ויאטנמית
vanish ,לְהֵעָלֵם
dome ,כיפה
biting ,נְשִׁיכָה
ronald ,רונלד
texted ,טקסט
sage ,מרווה
yummy ,טָעִים מְאוֹד
tactics ,טַקטִיקָה
slack ,רָפוּי
snapped ,sinped
weekly ,שְׁבוּעִי
bushes ,שיחי
grandparents ,סבים
like- ,כמו-
henri ,הנרי
obtain ,לְהַשִׂיג
hart ,הארט
flights ,טיסות
adventures ,הרפתקאות
hottest ,החם ביותר
grown-up ,מבוגר
eden ,עֵדֶן
mild ,מָתוּן
dom ,דומה
fourteen ,ארבעה עשר
smuggling ,הַברָחָה
blend ,תַעֲרוֹבֶת
chancellor ,נָגִיד
biscuits ,ביסקוויטים
gorilla ,גוֹרִילָה
dynasty ,שׁוֹשֶׁלֶת
acquired ,נרכש
businesses ,עסקים
countless ,אינספור
fritz ,פריץ
brent ,ברנט
gardener ,גַנָן
barracks ,צריפים
flirt ,לְפַלרְטֵט
cooks ,טבחים
distorted ,מְעוּוָת
carved ,חרוט
jumps ,קופץ
superhero ,גיבור על
forests ,יערות
clapping ,מחא כפיים
psychiatric ,פסיכיאטרית
snuck ,תנוח
roughly ,בְּעֵרֶך
screamed ,צרחתי
raja ,raja
disappearing ,נעלם
establishment ,מוֹסָד
whales ,הלווייתנים
lump ,גוש
dwarf ,ננס
environmental ,סְבִיבָתִי
mam ,מאם
pint ,פַּיִנט
loading ,טוען
diplomatic ,דִיפּלוֹמָטִי
exclaims ,קורא
context ,הֶקשֵׁר
volunteered ,התנדפתי
risked ,סיכן
gangs ,כנופיות
boost ,לְהַגבִּיר
fax ,פַקס
dante ,דנטה
partial ,חלקי
refusing ,מְסַרֵב
gaze ,מַבָּט
rene ,רנה
nuisance ,מטרד
terrorism ,טֵרוֹר
jerome ,ג'רום
ungrateful ,כְּפוּי טוֹבָה
donate ,לִתְרוֹם
relieve ,לְהַקֵל
th ,th
grandchildren ,נינים
felicity ,וִכּוּחַ
maureen ,מורין
represented ,ייצוג
co ,שיתוף
neutral ,ניטראלי
philippe ,פיליפ
workin ,לעבוד ב
steering ,היגוי
rm ,רם
presidential ,נְשִׂיאוּתִי
rental ,השכרה
challenged ,תיגר
julien ,יולי
feeds ,הזנות
je ,ג'י
vegetarian ,צִמחוֹנִי
teasing ,מתגרה
surprisingly ,למרבה ההפתעה
iran ,איראן
shrine ,מקדש
automatically ,באופן אוטומטי
timer ,שָׁעוֹן עֶצֶר
gasoline ,בֶּנזִין
